Basho,All,All Japanese,Aichi,Akita,Aomori,Chiba,Ehime,Fukui,Fukuoka,Fukushima,Gifu,Gunma,Hiroshima,Hokkaido,Hyogo,Ibaraki,Ishikawa,Iwate,Kagawa,Kagoshima,Kanagawa,Kochi,Kumamoto,Kyoto,Mie,Miyagi,Miyazaki,Nagano,Nagasaki,Nara,Niigata,Oita,Okayama,Okinawa,Osaka,Saga,Saitama,Shiga,Shimane,Shizuoka,Tochigi,Tokushima,Tokyo,Tottori,Toyama,Wakayama,Yamagata,Yamaguchi,Yamanashi,Awa,Chikuzen,Dewa,Echigo,Edo,Esshu,Etchu,Harima,Hizen,Hoki,Iburi,Ishikari,Izu,Kaga,Kawachi,Kyushu,Musashi,Mutsu,Nanbu,Odawara,Osaka (old),Oshu,Owari,Rikuchu,Sachalin,Sagami,Sattsu,Sendai,Sesshu,Shimousa,Shinano,Shiribe,Tosa,Ugo,All Foreigners,Argentina,Brazil,Bulgaria,Canada,China,Czech,Egypt,Estonia,Georgia,Great Britain,Hong Kong,Hungary,Indonesia,Kazakhstan,Korea,Mongolia,Paraguay,Philippines,Russia,Sri Lanka,Taiwan,Tonga,U.S.A.,Ukraine,Western Samoa
1977.05,676-62-,667-60-201,27-1-1,15-2-2,45-8-3,15-2-4,6-0-5,4-0-6,33-3-7,3-0-8,7-1-9,8-1-10,10-0-11,75-10-12,17-3-13,14-0-14,12-3-15,11-1-16,0-0-17,36-0-18,15-0-19,5-1-20,8-1-21,6-0-22,15-2-23,13-2-24,18-2-25,4-1-26,7-0-27,4-0-28,21-3-29,6-1-30,5-1-31,11-0-32,40-0-33,11-0-34,11-2-35,4-1-36,0-0-37,12-1-38,15-1-39,3-0-40,54-1-41,2-0-42,7-1-43,4-0-44,7-2-45,2-1-46,14-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9-2-202,,2-0-49,,,1-1-52,,,,,,,,,,2-0-58,,,,,,0-0-64,0-0-65,4-1-66,,
1977.07,662-62-,652-60-201,27-1-1,15-1-2,43-9-3,15-3-4,6-0-5,4-0-6,33-2-7,3-0-8,7-1-9,7-1-10,10-0-11,72-9-12,17-3-13,14-0-14,12-2-15,11-1-16,0-0-17,35-0-18,12-0-19,5-1-20,7-0-21,5-0-22,15-3-23,13-2-24,17-2-25,4-1-26,7-1-27,4-0-28,20-3-29,6-1-30,5-1-31,11-0-32,38-0-33,9-0-34,11-3-35,4-1-36,0-0-37,12-1-38,15-1-39,3-0-40,54-1-41,2-0-42,7-1-43,4-0-44,7-2-45,2-1-46,14-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-2-202,,2-0-49,,,1-1-52,,,,,,,,,,2-0-58,,,,,,0-0-64,0-0-65,5-1-66,,
1977.09,657-61-,647-59-201,29-1-1,15-1-2,41-9-3,15-3-4,7-0-5,4-0-6,32-3-7,3-0-8,6-1-9,7-1-10,10-0-11,70-9-12,16-3-13,14-0-14,12-2-15,11-1-16,0-0-17,35-0-18,13-0-19,5-1-20,8-0-21,5-0-22,15-3-23,13-2-24,17-2-25,4-1-26,7-0-27,4-0-28,20-3-29,6-1-30,5-1-31,9-0-32,38-0-33,9-1-34,11-3-35,4-1-36,0-0-37,11-1-38,15-1-39,3-0-40,54-0-41,2-0-42,7-1-43,4-0-44,6-1-45,2-1-46,14-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-2-202,,2-0-49,,,1-1-52,,,,,,,,,,2-0-58,,,,,,0-0-64,0-0-65,5-1-66,,
1977.11,641-62-,630-60-201,29-1-1,15-1-2,40-9-3,15-3-4,7-0-5,4-0-6,31-3-7,3-0-8,6-1-9,7-1-10,9-0-11,69-10-12,15-3-13,13-0-14,12-2-15,10-1-16,0-0-17,31-0-18,14-0-19,5-1-20,8-1-21,5-0-22,14-3-23,12-2-24,16-2-25,4-1-26,7-0-27,4-0-28,18-3-29,6-1-30,5-1-31,9-0-32,37-0-33,9-1-34,11-2-35,4-1-36,0-0-37,12-1-38,15-1-39,4-0-40,52-0-41,2-0-42,7-1-43,4-0-44,6-1-45,2-1-46,13-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-2-202,,2-0-49,,,1-1-52,,,,,,,,,,3-0-58,,,,,,0-0-64,0-0-65,5-1-66,,
1978.01,626-62-,615-61-201,29-1-1,15-1-2,37-9-3,14-3-4,7-0-5,5-0-6,31-3-7,3-0-8,6-1-9,7-1-10,9-0-11,65-11-12,15-3-13,13-0-14,12-2-15,10-1-16,0-0-17,32-0-18,13-0-19,5-1-20,8-1-21,5-0-22,12-2-23,12-2-24,16-2-25,4-1-26,7-0-27,4-0-28,18-3-29,6-1-30,5-1-31,8-0-32,37-0-33,9-1-34,12-2-35,4-1-36,0-0-37,11-0-38,15-1-39,4-0-40,50-1-41,2-0-42,7-2-43,4-0-44,6-1-45,1-1-46,13-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-1-202,,2-0-49,,,1-0-52,,,,,,,,,,3-0-58,,,,,,0-0-64,0-0-65,5-1-66,,
1978.03,681-62-,670-61-201,32-1-1,15-1-2,40-10-3,15-3-4,10-0-5,7-0-6,30-3-7,3-0-8,7-1-9,9-1-10,9-0-11,70-9-12,17-3-13,16-0-14,12-2-15,9-1-16,0-0-17,35-0-18,15-0-19,6-1-20,8-1-21,5-0-22,13-3-23,10-2-24,15-1-25,4-0-26,7-1-27,5-0-28,19-3-29,7-1-30,5-1-31,8-0-32,38-1-33,10-1-34,16-2-35,4-1-36,0-0-37,13-0-38,16-1-39,4-0-40,55-1-41,2-0-42,8-2-43,4-0-44,7-1-45,2-1-46,13-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-1-202,,2-0-49,,,1-0-52,,,,,,,,,,3-0-58,,,,,,0-0-64,0-0-65,5-1-66,,
1978.05,680-62-,669-60-201,33-2-1,14-1-2,40-10-3,14-3-4,10-0-5,7-0-6,29-3-7,3-0-8,6-0-9,9-1-10,9-0-11,70-10-12,20-3-13,16-0-14,12-2-15,7-1-16,1-0-17,35-0-18,15-0-19,6-1-20,9-0-21,5-0-22,13-3-23,10-2-24,15-1-25,4-0-26,8-1-27,6-0-28,18-3-29,7-1-30,6-2-31,8-0-32,40-0-33,10-1-34,15-1-35,4-1-36,0-0-37,12-0-38,15-1-39,4-0-40,54-1-41,2-0-42,8-2-43,4-0-44,7-1-45,2-1-46,13-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-2-202,,2-0-49,,,1-1-52,,,,,,,,,,3-0-58,,,,,,0-0-64,0-0-65,5-1-66,,
1978.07,662-62-,651-61-201,32-3-1,13-1-2,37-10-3,14-3-4,10-0-5,7-0-6,29-3-7,3-0-8,6-0-9,8-1-10,9-0-11,67-8-12,19-3-13,14-0-14,11-2-15,8-1-16,1-0-17,34-0-18,15-0-19,7-2-20,9-0-21,5-0-22,13-3-23,9-2-24,14-1-25,4-0-26,8-2-27,6-0-28,18-3-29,6-1-30,6-1-31,8-0-32,39-0-33,10-1-34,15-1-35,4-1-36,0-0-37,11-0-38,14-1-39,4-0-40,56-2-41,2-0-42,7-2-43,4-0-44,8-1-45,2-1-46,13-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-1-202,,2-0-49,,,1-0-52,,,,,,,,,,3-0-58,,,,,,0-0-64,0-0-65,5-1-66,,
1978.09,653-62-,642-61-201,33-2-1,13-1-2,38-9-3,14-3-4,10-0-5,7-0-6,27-3-7,3-0-8,6-0-9,8-1-10,8-1-11,66-8-12,19-3-13,15-0-14,11-3-15,8-1-16,1-0-17,33-0-18,13-0-19,7-2-20,9-0-21,5-0-22,13-3-23,9-2-24,14-1-25,4-0-26,8-1-27,5-0-28,18-3-29,7-1-30,6-2-31,8-0-32,39-1-33,9-1-34,15-1-35,4-1-36,0-0-37,11-0-38,13-1-39,4-0-40,56-1-41,2-0-42,7-2-43,4-0-44,9-1-45,2-1-46,12-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-1-202,,2-0-49,,,1-0-52,,,,,,,,,,3-0-58,,,,,,0-0-64,0-0-65,5-1-66,,
1978.11,629-62-,620-61-201,35-1-1,13-1-2,37-10-3,14-3-4,10-0-5,7-0-6,26-4-7,3-1-8,4-0-9,8-1-10,8-0-11,62-8-12,19-3-13,14-0-14,10-2-15,7-1-16,1-0-17,33-0-18,12-0-19,6-2-20,10-0-21,5-0-22,12-3-23,9-2-24,13-1-25,4-0-26,8-2-27,6-0-28,18-3-29,7-1-30,5-1-31,8-0-32,38-0-33,8-1-34,15-1-35,4-1-36,0-0-37,11-0-38,12-1-39,3-0-40,54-2-41,2-0-42,8-1-43,4-0-44,8-2-45,2-1-46,11-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9-1-202,,2-0-49,,,0-0-52,,,,,,,,,,3-0-58,,,,,,0-0-64,0-0-65,4-1-66,,
1979.01,625-62-,616-61-201,34-2-1,12-1-2,37-9-3,14-3-4,10-0-5,7-0-6,26-3-7,4-1-8,4-0-9,8-1-10,9-0-11,61-8-12,19-4-13,14-0-14,10-3-15,7-1-16,1-0-17,33-0-18,12-1-19,6-2-20,10-0-21,5-0-22,12-3-23,10-2-24,13-1-25,3-0-26,8-0-27,6-0-28,18-3-29,7-1-30,4-1-31,8-0-32,38-0-33,8-1-34,13-1-35,5-1-36,0-0-37,11-0-38,12-1-39,3-0-40,54-1-41,2-0-42,8-2-43,4-0-44,9-2-45,2-1-46,11-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9-1-202,,2-0-49,,,0-0-52,,,,,,,,,,3-0-58,,,,,,0-0-64,0-0-65,4-1-66,,
1979.03,702-62-,693-61-201,38-2-1,13-1-2,41-9-3,20-3-4,8-0-5,7-1-6,29-2-7,6-1-8,5-1-9,8-1-10,9-0-11,70-8-12,23-5-13,16-0-14,11-3-15,8-1-16,0-0-17,33-0-18,19-0-19,7-2-20,9-0-21,5-0-22,13-3-23,12-2-24,13-1-25,2-0-26,6-1-27,7-0-28,19-3-29,7-1-30,4-1-31,8-0-32,45-0-33,8-1-34,16-1-35,6-1-36,0-0-37,15-0-38,12-1-39,5-0-40,62-1-41,2-0-42,9-1-43,6-0-44,12-2-45,4-0-46,12-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9-1-202,,2-0-49,,,0-0-52,,,,,,,,,,3-0-58,,,,,,0-0-64,0-0-65,4-1-66,,
1979.05,717-62-,708-61-201,37-2-1,13-1-2,42-9-3,21-3-4,8-0-5,7-0-6,29-2-7,7-1-8,5-1-9,8-1-10,9-0-11,72-8-12,24-5-13,17-0-14,11-3-15,8-1-16,0-0-17,34-0-18,19-0-19,7-2-20,9-0-21,5-0-22,13-2-23,12-2-24,14-1-25,2-0-26,6-2-27,8-0-28,20-2-29,7-1-30,4-1-31,8-0-32,49-0-33,8-1-34,16-1-35,7-1-36,0-0-37,14-0-38,12-1-39,5-0-40,64-2-41,2-0-42,9-1-43,6-0-44,11-3-45,5-0-46,12-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9-1-202,,2-0-49,,,0-0-52,,,,,,,,,,3-0-58,,,,,,0-0-64,0-0-65,4-1-66,,
1979.07,707-60-,698-59-201,36-3-1,13-1-2,41-9-3,22-3-4,8-0-5,7-0-6,28-1-7,7-1-8,5-2-9,8-1-10,8-0-11,69-7-12,23-4-13,16-0-14,11-3-15,7-1-16,0-0-17,35-0-18,20-0-19,7-2-20,8-0-21,5-0-22,12-2-23,12-2-24,14-1-25,2-0-26,5-1-27,10-0-28,19-3-29,6-1-30,4-1-31,8-0-32,49-0-33,8-1-34,16-0-35,7-1-36,0-0-37,13-0-38,12-1-39,5-0-40,67-2-41,2-0-42,9-1-43,6-0-44,11-3-45,5-0-46,12-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9-1-202,,2-0-49,,,0-0-52,,,,,,,,,,3-0-58,,,,,,0-0-64,0-0-65,4-1-66,,
1979.09,705-62-,696-61-201,35-2-1,13-1-2,41-9-3,22-3-4,8-0-5,7-0-6,28-2-7,7-0-8,5-1-9,9-1-10,8-0-11,67-8-12,23-4-13,16-0-14,11-3-15,7-1-16,0-0-17,34-0-18,20-0-19,8-2-20,8-0-21,5-0-22,12-2-23,12-2-24,14-1-25,2-0-26,5-1-27,10-0-28,19-3-29,6-2-30,5-1-31,8-0-32,48-1-33,8-1-34,16-0-35,7-1-36,0-0-37,14-0-38,12-1-39,5-0-40,67-2-41,2-0-42,9-2-43,6-0-44,11-3-45,5-0-46,11-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9-1-202,,2-0-49,,,0-0-52,,,,,,,,,,3-0-58,,,,,,0-0-64,0-0-65,4-1-66,,
1979.11,671-61-,661-60-201,32-2-1,13-1-2,39-9-3,21-3-4,8-0-5,6-0-6,26-2-7,7-0-8,5-1-9,9-1-10,8-0-11,65-7-12,22-4-13,14-0-14,9-2-15,7-1-16,0-0-17,34-0-18,19-0-19,8-2-20,7-0-21,5-0-22,12-3-23,10-2-24,14-1-25,2-0-26,5-1-27,10-0-28,19-3-29,6-2-30,4-1-31,7-0-32,44-1-33,8-1-34,16-0-35,7-1-36,0-0-37,13-0-38,12-1-39,1-0-40,65-2-41,2-0-42,8-2-43,6-0-44,10-3-45,5-0-46,11-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-1-202,,3-0-49,,,0-0-52,,,,,,,,,,3-0-58,,,,,,0-0-64,0-0-65,4-1-66,,
1980.01,656-62-,646-61-201,33-2-1,13-1-2,35-8-3,20-3-4,8-0-5,6-2-6,25-2-7,7-0-8,5-1-9,9-1-10,8-0-11,62-6-12,23-3-13,14-0-14,8-2-15,7-1-16,0-0-17,33-0-18,18-0-19,7-2-20,6-0-21,5-0-22,13-3-23,10-2-24,14-1-25,3-0-26,5-1-27,10-0-28,19-5-29,6-2-30,4-1-31,7-0-32,42-1-33,8-1-34,17-0-35,7-1-36,0-0-37,11-0-38,12-1-39,1-0-40,64-3-41,2-0-42,8-1-43,5-0-44,9-3-45,5-0-46,11-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-1-202,,3-0-49,,,0-0-52,,,,,,,,,,3-0-58,,,,,,0-0-64,0-0-65,4-1-66,,
1980.03,744-62-,733-61-201,36-2-1,12-1-2,43-8-3,23-3-4,8-0-5,6-0-6,31-2-7,9-1-8,5-1-9,10-1-10,9-0-11,71-6-12,25-3-13,17-0-14,7-2-15,8-1-16,0-0-17,34-1-18,22-1-19,8-2-20,6-0-21,6-0-22,12-3-23,12-2-24,14-1-25,3-0-26,6-1-27,9-0-28,20-4-29,7-2-30,5-1-31,7-0-32,43-1-33,8-1-34,20-0-35,7-1-36,0-0-37,11-0-38,12-1-39,1-0-40,72-3-41,2-0-42,8-1-43,6-0-44,9-3-45,5-0-46,11-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-1-202,,4-0-49,,,0-0-52,,,,,,,,,,3-0-58,,,,,,0-0-64,0-0-65,4-1-66,,
1980.05,755-62-,743-61-201,36-2-1,13-1-2,46-8-3,24-3-4,8-0-5,6-0-6,30-2-7,9-1-8,5-2-9,10-1-10,9-1-11,74-7-12,26-2-13,17-0-14,6-2-15,8-1-16,0-0-17,34-1-18,21-0-19,8-2-20,6-0-21,7-0-22,13-3-23,12-2-24,14-1-25,3-0-26,6-1-27,8-0-28,20-4-29,7-1-30,5-1-31,8-0-32,44-1-33,7-1-34,19-0-35,7-1-36,0-0-37,11-0-38,12-1-39,1-0-40,71-3-41,2-0-42,8-1-43,6-0-44,9-3-45,8-0-46,12-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-1-202,,4-0-49,,,0-0-52,,,,,,,,,,3-0-58,,,,,,1-0-64,0-0-65,4-1-66,,
1980.07,736-62-,724-61-201,35-2-1,13-1-2,43-9-3,25-3-4,8-0-5,6-0-6,30-2-7,8-0-8,5-2-9,10-1-10,9-0-11,70-7-12,27-4-13,17-0-14,6-2-15,8-1-16,0-0-17,32-1-18,21-0-19,9-2-20,6-0-21,8-0-22,14-3-23,12-2-24,13-1-25,3-0-26,5-1-27,7-0-28,19-4-29,7-1-30,5-1-31,8-0-32,42-1-33,7-1-34,16-0-35,7-1-36,0-0-37,12-0-38,10-1-39,1-0-40,70-2-41,2-0-42,8-1-43,6-0-44,9-3-45,9-0-46,12-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-1-202,,4-0-49,,,0-0-52,,,,,,,,,,3-0-58,,,,,,1-0-64,0-0-65,4-1-66,,
1980.09,729-62-,717-61-201,36-2-1,13-1-2,42-8-3,25-3-4,8-0-5,6-0-6,30-2-7,8-1-8,5-2-9,10-1-10,9-0-11,67-7-12,29-3-13,17-0-14,6-2-15,8-1-16,0-0-17,31-1-18,22-0-19,10-2-20,6-0-21,8-0-22,15-3-23,12-2-24,13-1-25,5-0-26,5-1-27,7-0-28,18-4-29,5-1-30,4-1-31,8-0-32,40-1-33,7-1-34,16-0-35,7-1-36,0-0-37,14-0-38,10-1-39,1-0-40,68-2-41,2-0-42,8-1-43,6-0-44,9-4-45,9-0-46,11-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-1-202,,4-0-49,,,0-0-52,,,,,,,,,,3-0-58,,,,,,1-0-64,0-0-65,4-1-66,,
1980.11,701-62-,689-61-201,35-2-1,13-1-2,41-7-3,22-2-4,8-0-5,6-0-6,33-2-7,8-1-8,5-2-9,9-1-10,8-1-11,66-8-12,27-3-13,15-0-14,5-2-15,8-1-16,0-0-17,29-1-18,24-0-19,10-2-20,6-0-21,7-0-22,15-3-23,12-2-24,11-1-25,5-0-26,5-1-27,7-0-28,18-4-29,5-1-30,4-1-31,8-0-32,39-1-33,7-1-34,15-1-35,7-1-36,0-0-37,13-0-38,9-1-39,1-0-40,68-2-41,2-0-42,8-1-43,5-0-44,8-3-45,8-0-46,11-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-1-202,,4-0-49,,,0-0-52,,,,,,,,,,3-0-58,,,,,,1-0-64,0-0-65,4-1-66,,
1981.01,697-62-,685-61-201,36-2-1,13-1-2,41-7-3,20-2-4,8-0-5,6-0-6,34-2-7,7-1-8,5-2-9,10-1-10,9-0-11,65-8-12,26-3-13,15-1-14,5-2-15,8-1-16,0-0-17,29-1-18,24-1-19,8-2-20,6-0-21,6-0-22,14-2-23,12-2-24,12-1-25,4-0-26,5-1-27,7-0-28,18-5-29,5-1-30,4-1-31,8-0-32,39-1-33,7-1-34,15-0-35,7-1-36,0-0-37,14-0-38,9-1-39,1-0-40,67-2-41,4-0-42,8-1-43,5-0-44,8-3-45,8-0-46,11-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-1-202,,4-0-49,,,0-0-52,,,,,,,,,,3-0-58,,,,,,1-0-64,0-0-65,4-1-66,,
1981.03,781-61-,770-60-201,47-2-1,11-1-2,44-6-3,21-2-4,9-0-5,6-0-6,36-2-7,9-0-8,10-2-9,12-1-10,11-0-11,71-8-12,29-4-13,17-0-14,5-2-15,8-1-16,0-0-17,31-1-18,28-1-19,8-2-20,7-0-21,6-0-22,14-2-23,13-2-24,13-1-25,4-0-26,6-1-27,7-0-28,19-5-29,7-1-30,4-1-31,8-0-32,43-1-33,7-1-34,19-0-35,7-1-36,0-0-37,18-0-38,13-1-39,1-0-40,73-3-41,4-0-42,7-1-43,6-0-44,11-3-45,9-0-46,13-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-1-202,,4-0-49,,,0-0-52,,,,,,,,,,2-0-58,,,,,,1-0-64,0-0-65,4-1-66,,
1981.05,780-61-,768-60-201,47-3-1,11-1-2,44-6-3,23-2-4,9-0-5,6-0-6,36-3-7,10-1-8,10-2-9,12-1-10,10-1-11,73-7-12,29-3-13,17-0-14,4-1-15,7-0-16,0-0-17,31-1-18,28-1-19,8-2-20,6-0-21,7-0-22,14-2-23,13-3-24,13-1-25,5-0-26,6-1-27,7-0-28,18-5-29,7-1-30,4-1-31,8-0-32,45-1-33,8-1-34,19-0-35,7-1-36,0-0-37,17-0-38,12-1-39,1-0-40,75-2-41,4-0-42,6-1-43,6-0-44,11-3-45,10-0-46,13-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-1-202,,4-0-49,,,0-0-52,,,,,,,,,,2-0-58,,,,,,1-0-64,0-0-65,5-1-66,,
1981.07,760-62-,748-61-201,48-2-1,12-1-2,42-6-3,22-2-4,9-0-5,5-0-6,36-2-7,11-1-8,10-2-9,12-1-10,9-0-11,71-7-12,29-3-13,17-1-14,4-1-15,7-0-16,0-0-17,29-3-18,28-1-19,8-2-20,7-0-21,6-0-22,13-2-23,13-3-24,13-2-25,5-0-26,6-2-27,7-0-28,17-4-29,7-1-30,4-1-31,8-0-32,43-1-33,9-1-34,19-0-35,7-1-36,0-0-37,17-0-38,12-1-39,1-0-40,68-2-41,4-0-42,6-1-43,6-0-44,11-3-45,10-0-46,13-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-1-202,,4-0-49,,,0-0-52,,,,,,,,,,2-0-58,,,,,,1-0-64,0-0-65,5-1-66,,
1981.09,746-61-,735-60-201,47-3-1,11-1-2,41-6-3,19-2-4,9-0-5,5-0-6,34-2-7,11-1-8,10-2-9,12-1-10,9-0-11,71-7-12,29-3-13,18-0-14,4-1-15,7-0-16,0-0-17,29-2-18,27-1-19,8-2-20,6-0-21,6-0-22,14-2-23,13-3-24,13-2-25,6-0-26,6-2-27,6-0-28,17-4-29,6-2-30,4-1-31,9-0-32,40-1-33,9-1-34,19-0-35,7-1-36,0-0-37,17-0-38,11-1-39,1-0-40,65-1-41,4-0-42,7-1-43,6-0-44,12-3-45,10-0-46,13-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-1-202,,4-0-49,,,0-0-52,,,,,,,,,,2-0-58,,,,,,1-0-64,0-0-65,4-1-66,,
1981.11,728-61-,718-60-201,46-3-1,11-1-2,39-6-3,18-2-4,9-0-5,4-0-6,33-1-7,11-1-8,10-2-9,12-1-10,8-0-11,69-8-12,29-3-13,18-1-14,4-1-15,6-0-16,0-0-17,29-3-18,27-1-19,7-1-20,6-0-21,6-0-22,14-2-23,13-3-24,11-1-25,6-0-26,6-2-27,6-0-28,18-5-29,6-0-30,4-1-31,9-0-32,40-1-33,10-1-34,17-0-35,7-1-36,0-0-37,15-0-38,12-1-39,1-0-40,61-2-41,4-0-42,7-1-43,7-0-44,12-3-45,10-0-46,13-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-1-202,,4-0-49,,,0-0-52,,,,,,,,,,2-0-58,,,,,,1-0-64,0-0-65,3-1-66,,
1982.01,714-62-,704-61-201,44-4-1,10-0-2,36-6-3,19-2-4,9-0-5,4-0-6,33-2-7,11-1-8,9-2-9,11-2-10,9-0-11,69-8-12,28-3-13,18-1-14,4-1-15,6-0-16,0-0-17,29-1-18,27-2-19,7-1-20,6-0-21,6-0-22,13-2-23,13-3-24,9-2-25,6-0-26,6-2-27,6-0-28,19-5-29,6-0-30,5-1-31,9-0-32,40-1-33,10-1-34,16-0-35,7-1-36,0-0-37,13-0-38,11-0-39,1-0-40,61-3-41,4-0-42,6-0-43,7-0-44,12-3-45,10-0-46,13-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-1-202,,4-0-49,,,0-0-52,,,,,,,,,,2-0-58,,,,,,1-0-64,0-0-65,3-1-66,,
1982.03,791-63-,781-62-201,47-3-1,11-1-2,40-7-3,23-2-4,9-0-5,4-0-6,35-2-7,12-1-8,12-2-9,12-2-10,12-0-11,76-9-12,32-3-13,21-1-14,4-1-15,6-0-16,0-0-17,31-1-18,30-1-19,7-1-20,7-0-21,7-0-22,14-2-23,12-3-24,10-1-25,4-0-26,7-2-27,8-0-28,19-5-29,7-0-30,5-1-31,9-0-32,49-1-33,9-1-34,23-0-35,7-1-36,1-0-37,16-0-38,14-0-39,1-0-40,69-3-41,5-0-42,5-0-43,7-0-44,13-4-45,11-0-46,13-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-1-202,,4-0-49,,,0-0-52,,,,,,,,,,2-0-58,,,,,,1-0-64,0-0-65,3-1-66,,
1982.05,787-63-,777-62-201,46-3-1,11-0-2,38-7-3,23-2-4,11-0-5,4-0-6,36-2-7,13-1-8,12-2-9,11-2-10,12-0-11,76-8-12,33-3-13,21-1-14,4-1-15,6-0-16,0-0-17,31-3-18,31-1-19,7-1-20,7-0-21,7-0-22,14-2-23,12-3-24,9-1-25,4-0-26,7-2-27,8-0-28,20-5-29,6-1-30,5-1-31,9-0-32,48-1-33,10-1-34,22-0-35,6-1-36,1-0-37,17-0-38,13-0-39,1-0-40,69-3-41,5-0-42,5-0-43,7-0-44,13-3-45,11-0-46,13-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-1-202,,4-0-49,,,0-0-52,,,,,,,,,,2-0-58,,,,,,1-0-64,0-0-65,3-1-66,,
1982.07,761-64-,750-63-201,45-3-1,11-0-2,36-7-3,21-2-4,11-0-5,4-1-6,35-2-7,14-1-8,11-2-9,11-2-10,10-0-11,75-7-12,33-3-13,21-1-14,4-1-15,6-0-16,0-0-17,29-3-18,31-1-19,7-1-20,7-0-21,7-0-22,14-2-23,12-3-24,9-1-25,4-0-26,6-2-27,8-0-28,21-5-29,6-1-30,5-1-31,9-0-32,41-1-33,10-1-34,20-0-35,5-1-36,1-0-37,17-0-38,10-0-39,1-0-40,68-3-41,5-0-42,5-0-43,7-0-44,13-4-45,10-0-46,12-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-1-202,,4-0-49,,,0-0-52,,,,,,,,,,2-0-58,,,,,,1-0-64,0-0-65,4-1-66,,
1982.09,762-64-,751-63-201,46-3-1,11-0-2,36-7-3,21-3-4,11-0-5,4-1-6,35-1-7,15-1-8,11-2-9,11-2-10,10-0-11,73-7-12,34-3-13,22-1-14,3-1-15,6-0-16,0-0-17,29-3-18,32-1-19,7-1-20,7-0-21,7-0-22,14-2-23,11-3-24,9-1-25,4-0-26,6-2-27,8-0-28,21-4-29,6-1-30,5-1-31,9-0-32,42-1-33,11-1-34,20-0-35,4-1-36,1-0-37,17-0-38,10-0-39,1-0-40,67-4-41,5-0-42,6-0-43,7-0-44,13-4-45,10-0-46,12-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-1-202,,4-0-49,,,0-0-52,,,,,,,,,,2-0-58,,,,,,1-0-64,0-0-65,4-1-66,,
1982.11,734-63-,722-62-201,44-2-1,10-0-2,34-7-3,21-1-4,10-0-5,4-1-6,34-1-7,14-1-8,11-2-9,11-1-10,10-0-11,67-9-12,34-3-13,21-1-14,3-1-15,5-0-16,0-0-17,28-4-18,32-1-19,6-1-20,7-0-21,7-0-22,13-2-23,9-2-24,9-1-25,4-0-26,6-2-27,8-0-28,18-4-29,6-1-30,5-1-31,9-0-32,41-2-33,11-1-34,19-0-35,3-1-36,1-0-37,17-0-38,10-0-39,1-0-40,65-4-41,5-0-42,7-0-43,7-0-44,13-4-45,10-0-46,12-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-1-202,,4-0-49,,,0-0-52,,,,,,,,,,2-0-58,,,,,,1-0-64,0-0-65,5-1-66,,
