Basho,Oguruma,Kagamiyama,Azumazeki,Minezaki,Nakagawa,Izutsu,Takanohana,Kasugayama,Asahiyama,Mihogaseki,Magaki,Hanaregoma,Nishonoseki,Nakamura,Hanakago,Oshima,Tagonoura,Takashima,Kiriyama,Araiso,Isegahama,Hatachiyama,Oshiogawa,Takekuma,Kabutoyama,Wakamatsu,Tatsutagawa,Kise,Kumagatani,Onaruto,Kasugayama,Oyama,Hanakago,Takashima,Magaki,Nakagawa,Tanigawa,Minatogawa,Onogawa,Oitekaze
1981.05,,21-2-Y Kashiwado--30-,,,,21-0-S Tsurugamine--27-,55-8-Y Wakanohana I--14-Futagoyama,,9-0-K Wakafutase--4-,26-4-O Masuiyama I--47-,,15-0-O Kaiketsu--18-,16-2-S Kongo--60-,,,20-0-O Asahikuni--67-,,,,,37-3-O Kiyokuni--24-,,36-1-O Daikirin--68-,,,5-0-S Fusanishiki--102-,9-0-Y Kagamisato--95-,10-1-M9 Kiyonomori--37-,7-0-M8 Yoshinomine--41-,17-1-S Kotetsuyama--63-,13-0-M1 Onobori--32-,7-1-O Matsunobori--71-,30-3-Y Wajima--17-,5-1-O Mitsuneyama--86-,,,,,,
1981.07,,21-3-Y Kashiwado--30-,,,,20-2-S Tsurugamine--27-,52-8-Y Wakanohana I--14-Futagoyama,,9-0-K Wakafutase--4-,26-4-O Masuiyama I--47-,,15-0-O Kaiketsu--18-,15-2-S Kongo--60-,,,20-0-O Asahikuni--67-,,,,,39-3-O Kiyokuni--24-,,36-1-O Daikirin--68-,,,5-0-S Fusanishiki--102-,9-0-Y Kagamisato--95-,10-1-M9 Kiyonomori--37-,7-0-M8 Yoshinomine--41-,17-1-S Kotetsuyama--63-,13-0-M1 Onobori--32-,7-1-O Matsunobori--71-,29-3-Y Wajima--17-,4-1-O Mitsuneyama--86-,,,,,,
1981.09,,21-2-Y Kashiwado--30-,,,,19-1-S Tsurugamine--27-,50-8-Y Wakanohana I--14-Futagoyama,,9-0-K Wakafutase--4-,27-4-O Masuiyama I--47-,,15-0-O Kaiketsu--18-,15-2-S Kongo--60-,,,20-0-O Asahikuni--67-,,,,,36-3-O Kiyokuni--24-,,36-1-O Daikirin--68-,,,5-0-S Fusanishiki--102-,8-0-Y Kagamisato--95-,10-1-M9 Kiyonomori--37-,7-0-M8 Yoshinomine--41-,17-1-S Kotetsuyama--63-,13-0-M1 Onobori--32-,7-1-O Matsunobori--71-,27-2-Y Wajima--17-,4-1-O Mitsuneyama--86-,,,,,,
1981.11,,21-3-Y Kashiwado--30-,,,,19-1-S Tsurugamine--27-,50-8-Y Wakanohana I--14-Futagoyama,,8-0-K Wakafutase--4-,27-4-O Masuiyama I--47-,,16-0-O Kaiketsu--18-,15-2-S Kongo--60-,,,20-0-O Asahikuni--67-,,,,,36-3-O Kiyokuni--24-,,34-2-O Daikirin--68-,,,5-0-S Fusanishiki--102-,8-0-Y Kagamisato--95-,10-2-M9 Kiyonomori--37-,7-0-M8 Yoshinomine--41-,17-0-S Kotetsuyama--63-,13-0-M1 Onobori--32-,7-1-O Matsunobori--71-,25-1-Y Wajima--17-,4-1-O Mitsuneyama--86-,,,,,,
1982.01,,22-3-Y Kashiwado--30-,,,,19-0-S Tsurugamine--27-,46-7-Y Wakanohana I--14-Futagoyama,,9-0-K Wakafutase--4-,28-4-O Masuiyama I--47-,,16-0-O Kaiketsu--18-,14-2-S Kongo--60-,,,19-0-O Asahikuni--67-,,,,,36-3-O Kiyokuni--24-,,34-2-O Daikirin--68-,,,5-0-S Fusanishiki--102-,8-0-Y Kagamisato--95-,10-2-M9 Kiyonomori--37-,7-0-M8 Yoshinomine--41-,16-0-S Kotetsuyama--63-,13-0-M1 Onobori--32-,7-1-O Matsunobori--71-,28-2-Y Wajima--17-,4-1-O Mitsuneyama--86-,,,,,,
1982.03,,22-3-Y Kashiwado--30-,,,,21-0-S Tsurugamine--27-,36-7-Y Wakanohana I--14-Futagoyama,,11-0-K Wakafutase--4-,29-4-O Masuiyama I--47-,,19-1-O Kaiketsu--18-,17-2-S Kongo--60-,,,22-1-O Asahikuni--67-,,,,,39-4-O Kiyokuni--24-,,39-2-O Daikirin--68-,,,6-0-S Fusanishiki--102-,10-0-Y Kagamisato--95-,10-2-M9 Kiyonomori--37-,7-0-M8 Yoshinomine--41-,16-0-S Kotetsuyama--63-,17-0-M1 Onobori--32-,8-1-O Matsunobori--71-,27-1-Y Wajima--17-,4-1-O Mitsuneyama--86-,,,,,,
1982.05,,21-3-Y Kashiwado--30-,,,,20-2-S Tsurugamine--27-,35-7-Y Wakanohana I--14-Futagoyama,,11-0-K Wakafutase--4-,29-4-O Masuiyama I--47-,,20-0-O Kaiketsu--18-,16-2-S Kongo--60-,,,22-1-O Asahikuni--67-,,,,,41-3-O Kiyokuni--24-,,38-2-O Daikirin--68-,,,7-0-S Fusanishiki--102-,10-0-Y Kagamisato--95-,12-2-M9 Kiyonomori--37-,6-0-M8 Yoshinomine--41-,16-1-S Kotetsuyama--63-,17-0-M1 Onobori--32-,8-1-O Matsunobori--71-,19-1-Y Wajima--17-,4-1-O Mitsuneyama--86-,,,,,,
1982.07,,19-3-Y Kashiwado--30-,,,,19-2-S Tsurugamine--27-,34-7-Y Wakanohana I--14-Futagoyama,,11-0-K Wakafutase--4-,29-4-O Masuiyama I--47-,,18-0-O Kaiketsu--18-,15-3-S Kongo--60-,,,21-1-O Asahikuni--67-,,,,,40-4-O Kiyokuni--24-,,37-2-O Daikirin--68-,,,8-0-S Fusanishiki--102-,9-0-Y Kagamisato--95-,12-2-M9 Kiyonomori--37-,7-0-M8 Yoshinomine--41-,16-1-S Kotetsuyama--63-,16-0-M1 Onobori--32-,6-1-O Matsunobori--71-,21-1-Y Wajima--17-,4-1-O Mitsuneyama--86-,,,,,,
1982.09,,19-3-Y Kashiwado--30-,,,,19-2-S Tsurugamine--27-,34-7-Y Wakanohana I--14-Futagoyama,,12-0-K Wakafutase--4-,29-4-O Masuiyama I--47-,,18-0-O Kaiketsu--18-,15-3-S Kongo--60-,,,21-1-O Asahikuni--67-,,,,,41-4-O Kiyokuni--24-,,38-2-O Daikirin--68-,,,8-0-S Fusanishiki--102-,9-0-Y Kagamisato--95-,12-2-M9 Kiyonomori--37-,9-0-M8 Yoshinomine--41-,16-1-S Kotetsuyama--63-,16-0-M1 Onobori--32-,6-1-O Matsunobori--71-,21-1-Y Wajima--17-,3-1-O Mitsuneyama-HS-86-,,,,,,
1982.11,,18-4-Y Kashiwado--30-,,,,19-3-S Tsurugamine--27-,33-7-Y Wakanohana I--14-Futagoyama,,12-0-K Wakafutase--4-,27-4-O Masuiyama I--47-,,18-1-O Kaiketsu--18-,15-3-S Kongo--60-,,,21-1-O Asahikuni--67-,,,,,41-4-O Kiyokuni--24-,,35-2-O Daikirin--68-,,,7-0-S Fusanishiki--102-,9-0-Y Kagamisato--95-,11-1-M9 Kiyonomori--37-,10-1-M8 Yoshinomine--41-,16-1-S Kotetsuyama--63-,16-0-M1 Onobori--32-,6-0-O Matsunobori--71-,21-1-Y Wajima--17-,,,,,,,
1983.01,,18-4-Y Kashiwado--30-,,,,19-3-S Tsurugamine--27-,33-7-Y Wakanohana I--14-Futagoyama,,12-0-K Wakafutase--4-,27-4-O Masuiyama I--47-,,19-1-O Kaiketsu--18-,15-3-S Kongo--60-,,,21-1-O Asahikuni--67-,,,,,40-5-O Kiyokuni--24-,,35-2-O Daikirin--68-,,,7-0-S Fusanishiki--102-,9-0-Y Kagamisato--95-,11-1-M9 Kiyonomori--37-,9-1-M8 Yoshinomine--41-,16-1-S Kotetsuyama--63-,16-0-M1 Onobori--32-,6-0-O Matsunobori--71-,20-1-Y Wajima--17-,,,,,,,
1983.03,,22-3-Y Kashiwado--30-,,,,22-3-S Tsurugamine--27-,32-5-Y Wakanohana I--14-Futagoyama,,15-0-K Wakafutase--4-,32-4-O Masuiyama I--47-,,20-1-O Kaiketsu--18-,18-3-S Kongo--60-,,,25-1-O Asahikuni--67-,,,,,42-4-O Kiyokuni--24-,,38-2-O Daikirin--68-,,,7-0-S Fusanishiki--102-,9-0-Y Kagamisato--95-,12-1-M9 Kiyonomori--37-,9-1-M8 Yoshinomine--41-,16-1-S Kotetsuyama--63-,19-0-M1 Onobori--32-,7-0-O Matsunobori--71-,19-3-Y Wajima--17-,,,,,,,
1983.05,,22-2-Y Kashiwado--30-,,,,23-3-S Tsurugamine--27-,32-4-Y Wakanohana I--14-Futagoyama,,15-0-K Wakafutase--4-,32-4-O Masuiyama I--47-,,21-1-O Kaiketsu--18-,18-3-S Kongo--60-,,,24-1-O Asahikuni--67-,,,,,41-5-O Kiyokuni--24-,,39-2-O Daikirin--68-,,,7-0-S Fusanishiki--102-,9-0-Y Kagamisato--95-,10-1-M9 Kiyonomori--37-,9-1-M8 Yoshinomine--41-,16-1-S Kotetsuyama--63-,20-0-M1 Onobori--32-,7-0-O Matsunobori--71-,18-1-Y Wajima--17-,,,,,,,
1983.07,,22-3-Y Kashiwado--30-,,,,23-3-S Tsurugamine--27-,31-5-Y Wakanohana I--14-Futagoyama,,15-0-K Wakafutase--4-,32-3-O Masuiyama I--47-,,21-1-O Kaiketsu--18-,16-3-S Kongo--60-,,,24-1-O Asahikuni--67-,,,,,41-7-O Kiyokuni--24-,,39-3-O Daikirin--68-,,,9-0-S Fusanishiki--102-,9-0-Y Kagamisato--95-,10-1-M9 Kiyonomori--37-,9-1-M8 Yoshinomine--41-,16-1-S Kotetsuyama--63-,20-0-M1 Onobori--32-,6-0-O Matsunobori--71-,18-2-Y Wajima--17-,,,,,,,
1983.09,,22-2-Y Kashiwado--30-,,,,25-3-S Tsurugamine--27-,30-5-Y Wakanohana I--14-Futagoyama,,15-0-K Wakafutase--4-,32-4-O Masuiyama I--47-,,22-1-O Kaiketsu--18-,16-3-S Kongo--60-,,,24-1-O Asahikuni--67-,,,,,41-5-O Kiyokuni--24-,,38-2-O Daikirin--68-,,,9-0-S Fusanishiki--102-,8-0-Y Kagamisato--95-,10-1-M9 Kiyonomori--37-,9-1-M8 Yoshinomine--41-,15-1-S Kotetsuyama--63-,20-0-M1 Onobori--32-,5-0-O Matsunobori--71-,17-2-Y Wajima--17-,,,,,,,
1983.11,,22-3-Y Kashiwado--30-,,,,25-3-S Tsurugamine--27-,29-5-Y Wakanohana I--14-Futagoyama,,15-0-K Wakafutase--4-,32-3-O Masuiyama I--47-,1-0-Y Wakanohana II-HB-43-,22-1-O Kaiketsu--18-,15-3-S Kongo--60-,,,24-1-O Asahikuni--67-,,,,,39-7-O Kiyokuni--24-,,38-2-O Daikirin--68-,,,9-0-S Fusanishiki--102-,8-0-Y Kagamisato--95-,10-0-M9 Kiyonomori--37-,10-1-M8 Yoshinomine--41-,15-1-S Kotetsuyama--63-,19-0-M1 Onobori--32-,5-0-O Matsunobori--71-,18-4-Y Wajima--17-,,,,,,,
1984.01,,22-2-Y Kashiwado--30-,,,,25-3-S Tsurugamine--27-,29-5-Y Wakanohana I--14-Futagoyama,,15-0-K Wakafutase--4-,32-4-O Masuiyama I--47-,4-0-Y Wakanohana II--43-,22-1-O Kaiketsu--18-,15-3-S Kongo--60-,,,24-1-O Asahikuni--67-,,,,,37-5-O Kiyokuni--24-,,38-2-O Daikirin--68-,,,9-0-S Fusanishiki--102-,8-0-Y Kagamisato--95-,10-0-M9 Kiyonomori--37-,10-1-M8 Yoshinomine--41-,15-1-S Kotetsuyama--63-,19-0-M1 Onobori--32-,5-0-O Matsunobori--71-,22-4-Y Wajima--17-,,,,,,,
1984.03,,21-3-Y Kashiwado--30-,,,,25-3-S Tsurugamine--27-,28-5-Y Wakanohana I--14-Futagoyama,,16-0-K Wakafutase--4-,38-4-O Masuiyama I--47-,10-0-Y Wakanohana II--43-,28-1-O Kaiketsu--18-,14-3-S Kongo--60-,,,29-1-O Asahikuni--67-,,,,,42-3-O Kiyokuni--24-,,41-2-O Daikirin--68-,,,8-0-S Fusanishiki--102-,6-0-Y Kagamisato--95-,10-0-M9 Kiyonomori--37-,13-1-M8 Yoshinomine--41-,16-1-S Kotetsuyama--63-,18-0-M1 Onobori--32-,4-0-O Matsunobori--71-,22-3-Y Wajima--17-,,,,,,,
1984.05,,21-1-Y Kashiwado--30-,,,,27-3-S Tsurugamine--27-,26-5-Y Wakanohana I--14-Futagoyama,,16-0-K Wakafutase--4-,38-4-O Masuiyama I--47-,11-0-Y Wakanohana II--43-,28-1-O Kaiketsu--18-,14-3-S Kongo--60-,,,29-1-O Asahikuni--67-,,,,,40-3-O Kiyokuni--24-,,42-2-O Daikirin--68-,,,8-0-S Fusanishiki--102-,6-0-Y Kagamisato--95-,8-0-M9 Kiyonomori--37-,13-1-M8 Yoshinomine--41-,16-1-S Kotetsuyama--63-,18-0-M1 Onobori--32-,5-0-O Matsunobori--71-,22-4-Y Wajima--17-,,,,,,,
1984.07,,21-1-Y Kashiwado--30-,,,,26-5-S Tsurugamine--27-,26-6-Y Wakanohana I--14-Futagoyama,,16-0-K Wakafutase--4-,35-3-O Masuiyama I--47-,11-0-Y Wakanohana II--43-,28-1-O Kaiketsu--18-,14-3-S Kongo--60-,,,30-1-O Asahikuni--67-,,,,,37-2-O Kiyokuni--24-,,39-2-O Daikirin--68-,,,8-0-S Fusanishiki--102-,5-0-Y Kagamisato--95-,8-0-M9 Kiyonomori--37-,12-1-M8 Yoshinomine--41-,17-1-S Kotetsuyama--63-,18-0-M1 Onobori--32-,5-0-O Matsunobori--71-,22-4-Y Wajima--17-,,,,,,,
1984.09,,21-1-Y Kashiwado--30-,,,,27-5-S Tsurugamine--27-,26-5-Y Wakanohana I--14-Futagoyama,,16-0-K Wakafutase--4-,35-3-O Masuiyama I--47-,12-0-Y Wakanohana II--43-,28-1-O Kaiketsu--18-,14-3-S Kongo--60-,,,31-1-O Asahikuni--67-,,,,,37-2-O Kiyokuni--24-,,39-2-O Daikirin--68-,,,10-0-S Fusanishiki--102-,6-0-Y Kagamisato--95-,9-0-M9 Kiyonomori--37-,12-1-M8 Yoshinomine--41-,18-1-S Kotetsuyama--63-,18-1-M1 Onobori--32-,5-0-O Matsunobori--71-,22-2-Y Wajima--17-,,,,,,,
1984.11,,20-2-Y Kashiwado--30-,,,,27-5-S Tsurugamine--27-,25-5-Y Wakanohana I--14-Futagoyama,,15-0-K Wakafutase--4-,33-3-O Masuiyama II-HT-47-,10-0-Y Wakanohana II--43-,26-1-O Kaiketsu--18-,14-3-S Kongo--60-,,,30-1-O Asahikuni--67-,,,,,35-2-O Kiyokuni--24-,,33-2-O Daikirin--68-,,,11-0-S Fusanishiki--102-,6-0-Y Kagamisato--95-,8-0-M9 Kiyonomori--37-,12-1-M8 Yoshinomine--41-,18-1-S Kotetsuyama--63-,17-0-M1 Onobori--32-,5-0-O Matsunobori--71-,20-2-Y Wajima--17-,,,,,,,
1985.01,,20-2-Y Kashiwado--30-,,,,27-5-S Tsurugamine--27-,23-5-Y Wakanohana I--14-Futagoyama,,16-0-K Wakafutase--4-,32-3-O Masuiyama II--47-,10-0-Y Wakanohana II--43-,24-1-O Kaiketsu--18-,14-3-S Kongo--60-,,,30-1-O Asahikuni--67-,,,,,35-2-O Kiyokuni--24-,,34-1-O Daikirin--68-,,,11-0-S Fusanishiki--102-,7-0-Y Kagamisato--95-,8-0-M9 Kiyonomori--37-,12-1-M8 Yoshinomine--41-,18-1-S Kotetsuyama--63-,17-0-M1 Onobori--32-,5-0-O Matsunobori--71-,22-2-Y Wajima--17-,,,,,,,
1985.03,,18-2-Y Kashiwado--30-,,,,31-5-S Tsurugamine--27-,25-5-Y Wakanohana I--14-Futagoyama,,17-0-K Wakafutase--4-,36-2-O Masuiyama II--47-,20-0-Y Wakanohana II--43-,29-1-O Kaiketsu--18-,15-3-S Kongo--60-,,,29-1-O Asahikuni--67-,,,,,33-2-O Kiyokuni--24-,,35-2-O Daikirin--68-,,,13-0-S Fusanishiki--102-,7-0-Y Kagamisato--95-,12-0-M9 Kiyonomori--37-,13-1-M8 Yoshinomine--41-,17-1-S Kotetsuyama--63-,17-0-M1 Onobori--32-,4-0-O Matsunobori--71-,23-3-Y Wajima--17-,,,,,,,
1985.05,,18-2-Y Kashiwado--30-,,,,31-5-S Tsurugamine--27-,25-5-Y Wakanohana I--14-Futagoyama,,17-0-K Wakafutase--4-,36-2-O Masuiyama II--47-,20-0-Y Wakanohana II--43-,30-1-O Kaiketsu--18-,15-3-S Kongo--60-,,,28-1-O Asahikuni--67-,,,,,33-2-O Kiyokuni--24-,,35-2-O Daikirin--68-,,,13-0-S Fusanishiki--102-,7-0-Y Kagamisato--95-,12-0-M9 Kiyonomori--37-,13-1-M8 Yoshinomine--41-,17-1-S Kotetsuyama--63-,17-0-M1 Onobori--32-,4-0-O Matsunobori--71-,23-2-Y Wajima--17-,,,,,,,
1985.07,,17-2-Y Kashiwado--30-,,,,31-5-S Tsurugamine--27-,25-5-Y Wakanohana I--14-Futagoyama,,16-0-K Wakafutase--4-,35-2-O Masuiyama II--47-,21-0-Y Wakanohana II--43-,28-1-O Kaiketsu--18-,14-3-S Kongo--60-,,,27-1-O Asahikuni--67-,,,,,32-3-O Kiyokuni--24-,,34-2-O Daikirin--68-,,,11-0-S Fusanishiki--102-,7-0-Y Kagamisato--95-,11-0-M9 Kiyonomori--37-,11-1-M8 Yoshinomine--41-,17-1-S Kotetsuyama--63-,18-0-M1 Onobori--32-,4-0-O Matsunobori--71-,23-3-Y Wajima--17-,,,,,,,
1985.09,,17-2-Y Kashiwado--30-,,,,31-5-S Tsurugamine--27-,25-5-Y Wakanohana I--14-Futagoyama,,16-0-K Wakafutase--4-,35-2-O Masuiyama II--47-,21-0-Y Wakanohana II--43-,29-1-O Kaiketsu--18-,14-3-S Kongo--60-,,,27-1-O Asahikuni--67-,,,,,33-1-O Kiyokuni--24-,,34-2-O Daikirin--68-,,,10-0-S Fusanishiki--102-,7-0-Y Kagamisato--95-,11-0-M9 Kiyonomori--37-,11-1-M8 Yoshinomine--41-,17-1-S Kotetsuyama--63-,18-0-M1 Onobori--32-,4-0-O Matsunobori--71-,21-3-Y Wajima-HS-17-,,,,,,,
1985.11,,16-2-Y Kashiwado--30-,,,,31-5-S Tsurugamine--27-,24-5-Y Wakanohana I--14-Futagoyama,,16-0-K Wakafutase--4-,33-2-O Masuiyama II--47-,20-0-Y Wakanohana II--43-,27-1-O Kaiketsu--18-,13-3-S Kongo--60-,,,25-1-O Asahikuni--67-,,,,,30-2-O Kiyokuni--24-,,34-2-O Daikirin--68-,,,10-0-S Fusanishiki--102-,5-0-Y Kagamisato--95-,11-0-M9 Kiyonomori--37-,11-1-M8 Yoshinomine--41-,17-1-S Kotetsuyama--63-,18-0-M1 Onobori--32-,4-0-O Matsunobori--71-,,,,,,,,
1986.01,,16-3-Y Kashiwado--30-,1-0-S Takamiyama-HB-6-,,,31-5-S Tsurugamine--27-,21-5-Y Wakanohana I--14-Futagoyama,,17-1-K Wakafutase--4-,22-2-O Masuiyama II--47-,21-0-Y Wakanohana II--43-,47-3-O Kaiketsu--18-,13-3-S Kongo--60-,,,25-1-O Asahikuni--67-,,,,,30-1-O Kiyokuni--24-,,35-3-O Daikirin--68-,,,10-0-S Fusanishiki--102-,5-0-Y Kagamisato--95-,11-0-M9 Kiyonomori--37-,11-1-M8 Yoshinomine--41-,17-1-S Kotetsuyama--63-,16-0-M1 Onobori--32-,5-0-O Matsunobori--71-,,,,,,,,
1986.03,,16-3-Y Kashiwado--30-,8-0-S Takamiyama--6-,,,31-5-S Tsurugamine--27-,23-4-Y Wakanohana I--14-Futagoyama,,20-0-K Wakafutase--4-,27-2-O Masuiyama II--47-,27-0-Y Wakanohana II--43-,48-4-O Kaiketsu--18-,15-2-S Kongo--60-,4-0-S Fujizakura-HB-55-,,27-1-O Asahikuni--67-,,,,,31-1-O Kiyokuni--24-,,39-4-O Daikirin--68-,,,11-0-S Fusanishiki--102-,5-0-Y Kagamisato--95-,12-0-M9 Kiyonomori--37-,9-1-M8 Yoshinomine--41-,17-1-S Kotetsuyama--63-,16-0-M1 Onobori--32-,4-0-O Matsunobori--71-,,,,,,,,
1986.05,,16-3-Y Kashiwado--30-,9-0-S Takamiyama--6-,,,29-5-S Tsurugamine--27-,23-4-Y Wakanohana I--14-Futagoyama,,20-0-K Wakafutase--4-,27-2-O Masuiyama II--47-,26-0-Y Wakanohana II--43-,47-4-O Kaiketsu--18-,15-3-S Kongo--60-,4-0-S Fujizakura--55-,,28-1-O Asahikuni--67-,,,,,31-1-O Kiyokuni--24-,,39-5-O Daikirin--68-,,,10-0-S Fusanishiki--102-,5-0-Y Kagamisato--95-,12-0-M9 Kiyonomori--37-,9-1-M8 Yoshinomine--41-,17-1-S Kotetsuyama--63-,16-0-M1 Onobori--32-,4-0-M2 Onobori-HT-71-,,,,,,,,
1986.07,,16-3-Y Kashiwado--30-,12-0-S Takamiyama--6-,,,28-5-S Tsurugamine--27-,23-5-Y Wakanohana I--14-Futagoyama,,19-0-K Wakafutase--4-,26-2-O Masuiyama II--47-,24-0-Y Wakanohana II--43-,46-4-O Kaiketsu--18-,15-3-S Kongo--60-,5-0-S Fujizakura--55-,,28-1-O Asahikuni--67-,,,,,26-1-O Kiyokuni--24-,,36-4-O Daikirin--68-,,,10-0-S Fusanishiki--102-,4-0-Y Kagamisato--95-,12-0-M9 Kiyonomori--37-,9-1-M8 Yoshinomine--41-,17-1-S Kotetsuyama--63-,16-0-M1 Onobori--32-,,,,,,,,,
1986.09,,16-3-Y Kashiwado--30-,14-0-S Takamiyama--6-,,,28-5-S Tsurugamine--27-,24-5-Y Wakanohana I--14-Futagoyama,,19-0-K Wakafutase--4-,26-2-O Masuiyama II--47-,24-0-Y Wakanohana II--43-,45-4-O Kaiketsu--18-,15-3-S Kongo--60-,6-0-S Fujizakura--55-,,28-1-O Asahikuni--67-,,,,,27-1-O Kiyokuni--24-,,36-5-O Daikirin--68-,,,10-0-S Fusanishiki--102-,4-0-Y Kagamisato--95-,12-0-M9 Kiyonomori--37-,9-1-M8 Yoshinomine--41-,18-1-S Kotetsuyama--63-,16-0-M1 Onobori--32-,,,,,,,,,
1986.11,,14-2-Y Kashiwado--30-,13-0-S Takamiyama--6-,,,28-5-S Tsurugamine--27-,23-5-Y Wakanohana I--14-Futagoyama,,19-1-K Wakafutase--4-,26-2-O Masuiyama II--47-,24-0-Y Wakanohana II--43-,41-3-O Kaiketsu--18-,15-3-S Kongo--60-,5-0-S Fujizakura--55-,,28-1-O Asahikuni--67-,,,,,25-1-O Kiyokuni--24-,,32-5-O Daikirin--68-,,,9-0-S Fusanishiki--102-,4-0-Y Kagamisato--95-,12-0-M9 Kiyonomori--37-,9-1-M8 Yoshinomine--41-,16-1-S Kotetsuyama--63-,14-0-M1 Onobori--32-,,,,,,,,,
1987.01,,14-3-Y Kashiwado--30-,13-0-S Takamiyama--6-,,,27-5-S Tsurugamine--27-,23-5-Y Wakanohana I--14-Futagoyama,,19-1-K Wakafutase--4-,24-2-O Masuiyama II--47-,23-0-Y Wakanohana II--43-,38-2-O Kaiketsu--18-,15-3-S Kongo--60-,6-0-S Fujizakura--55-,,27-1-O Asahikuni--67-,,,,,25-1-O Kiyokuni--24-,,32-5-O Daikirin--68-,,,9-0-S Fusanishiki--102-,5-0-Y Kagamisato--95-,12-0-M9 Kiyonomori--37-,9-1-M8 Yoshinomine--41-,16-1-S Kotetsuyama--63-,13-0-M1 Onobori--32-,,,,,,,,,
1987.03,,14-3-Y Kashiwado--30-,17-0-S Takamiyama--6-,,,31-5-S Tsurugamine--27-,25-5-Y Wakanohana I--14-Futagoyama,,18-0-K Wakafutase--4-,26-2-O Masuiyama II--47-,26-0-Y Wakanohana II--43-,38-3-O Kaiketsu--18-,16-2-S Kongo--60-,15-0-S Fujizakura--55-,,30-1-O Asahikuni--67-,,,,,24-1-O Kiyokuni--24-,,35-5-O Daikirin--68-,,,10-0-S Fusanishiki--102-,5-1-Y Kagamisato--95-,14-0-M9 Kiyonomori--37-,10-1-M8 Yoshinomine--41-,17-1-S Kotetsuyama--63-,14-0-M1 Onobori--32-,,,,,,,,,
1987.05,8-0-O Kotokaze-HB-61-,14-3-Y Kashiwado--30-,19-0-S Takamiyama--6-,,,31-5-S Tsurugamine--27-,25-5-Y Wakanohana I--14-Futagoyama,,18-0-K Wakafutase--4-,26-2-O Masuiyama II--47-,25-0-Y Wakanohana II--43-,38-3-O Kaiketsu--18-,16-2-S Kongo--60-,15-0-S Fujizakura--55-,,30-1-O Asahikuni--67-,,,,,25-1-O Kiyokuni--24-,,35-4-O Daikirin--68-,,,9-0-S Fusanishiki--102-,5-1-Y Kagamisato--95-,14-0-M9 Kiyonomori--37-,10-1-M8 Yoshinomine--41-,17-2-S Kotetsuyama--63-,15-0-M1 Onobori--32-,,,,,,,,,
1987.07,9-0-O Kotokaze--61-,13-3-Y Kashiwado--30-,20-0-S Takamiyama--6-,,,32-5-S Tsurugamine--27-,24-5-Y Wakanohana I--14-Futagoyama,,17-1-K Wakafutase--4-,25-2-O Masuiyama II--47-,25-0-Y Wakanohana II--43-,37-3-O Kaiketsu--18-,16-2-S Kongo--60-,13-0-S Fujizakura--55-,,29-1-O Asahikuni--67-,,,,,22-1-O Kiyokuni--24-,,33-4-O Daikirin--68-,,,8-0-S Fusanishiki--102-,5-1-Y Kagamisato--95-,12-0-M9 Kiyonomori--37-,9-1-M8 Yoshinomine--41-,15-2-S Kotetsuyama--63-,15-0-M1 Onobori--32-,,,,,,,,,
1987.09,11-0-O Kotokaze--61-,13-3-Y Kashiwado--30-,19-0-S Takamiyama--6-,,,33-5-S Tsurugamine--27-,23-4-Y Wakanohana I--14-Futagoyama,,17-1-K Wakafutase--4-,23-2-O Masuiyama II--47-,25-0-Y Wakanohana II--43-,37-3-O Kaiketsu--18-,16-3-S Kongo--60-,13-0-S Fujizakura--55-,,29-1-O Asahikuni--67-,,,,,22-1-O Kiyokuni--24-,,31-3-O Daikirin--68-,,,8-0-S Fusanishiki--102-,5-0-Y Kagamisato--95-,11-0-M9 Kiyonomori--37-,9-1-M8 Yoshinomine--41-,15-2-S Kotetsuyama--63-,14-0-M1 Onobori--32-,,,,,,,,,
1987.11,11-0-O Kotokaze--61-,13-2-Y Kashiwado--30-,18-0-S Takamiyama--6-,,,33-5-S Tsurugamine--27-,23-4-Y Wakanohana I--14-Futagoyama,,17-1-K Wakafutase--4-,23-2-O Masuiyama II--47-,25-0-Y Wakanohana II--43-,37-4-O Kaiketsu--18-,16-3-S Kongo--60-,13-0-S Fujizakura--55-,,29-1-O Asahikuni--67-,,,,,21-2-O Kiyokuni--24-,,29-3-O Daikirin--68-,,,8-0-S Fusanishiki--102-,5-0-Y Kagamisato--95-,11-0-M9 Kiyonomori--37-,9-1-M8 Yoshinomine--41-,15-2-S Kotetsuyama--63-,14-0-M1 Onobori--32-,,,,,,,,,
1988.01,13-0-O Kotokaze--61-,12-2-Y Kashiwado--30-,18-0-S Takamiyama--6-,,,31-5-S Tsurugamine--27-,23-4-Y Wakanohana I--14-Futagoyama,,16-1-K Wakafutase--4-,23-2-O Masuiyama II--47-,27-0-Y Wakanohana II--43-,37-4-O Kaiketsu--18-,16-3-S Kongo--60-,12-0-S Fujizakura--55-,,28-1-O Asahikuni--67-,,,,,20-2-O Kiyokuni--24-,,29-4-O Daikirin--68-,,,9-0-S Fusanishiki--102-,5-0-Y Kagamisato--95-,11-0-M9 Kiyonomori--37-,9-1-M8 Yoshinomine--41-,15-2-S Kotetsuyama--63-,14-1-M1 Onobori--32-,,,,,,,,,
